Date,Camera,Video,Family,Treatment,Predator,Time,Attempt,Success,
11.15.17,6,100_0002,9,C,F,11:53,Strike,N,
11.15.17,6,100_0002,9,C,F,14:35,Strike,N,
11.15.17,6,100_0002,9,C,F,14:36,Strike,N,
11.15.17,6,100_0002,9,C,F,14:40,Strike,N,
11.15.17,6,100_0002,9,C,F,14:41,Strike,N,
11.15.17,6,100_0002,9,C,F,14:59,Strike,N,
11.15.17,6,100_0002,9,C,F,15:00,Strike,N,
11.15.17,6,100_0002,9,C,F,15:02,Strike,N,
11.15.17,6,100_0002,9,C,F,15:13,Strike,N,
11.15.17,6,100_0002,9,C,F,15:14,Strike,N,
11.15.17,6,100_0002,9,C,F,15:15,Strike,N,
11.15.17,6,100_0002,9,C,F,15:18,Strike,N,
11.15.17,6,100_0002,9,C,F,15:20,Strike,N,
11.15.17,6,100_0002,9,C,F,15:21,Strike,N,
11.15.17,6,100_0002,9,C,F,15:51,Strike,N,
11.15.17,6,100_0002,9,C,F,15:53,Strike,N,
11.15.17,6,100_0002,9,C,F,15:58,Strike,N,
11.15.17,6,100_0002,9,C,F,16:01,Strike,N,
11.15.17,6,100_0002,9,C,F,16:09,Strike,N,
11.15.17,6,100_0002,9,C,F,16:10,Strike,N,
11.15.17,6,100_0002,9,C,F,16:19,Strike,N,
11.15.17,6,100_0002,9,C,F,16:20,Strike,N,
11.15.17,6,100_0002,9,C,F,16:23,Strike,N,
11.15.17,6,100_0002,9,C,F,17:21,Strike,N,
11.15.17,6,100_0002,9,C,F,17:52,Strike,N,
11.15.17,6,100_0002,9,C,F,17:59,Strike,N,
11.15.17,6,100_0002,9,C,F,18:34,Strike,N,
11.15.17,6,100_0002,9,C,F,18:39,Strike,N,
11.15.17,6,100_0002,9,C,F,18:40,Strike,N,
11.15.17,6,100_0002,9,C,F,19:34,Strike,N,
11.15.17,6,100_0002,9,C,F,19:37,Strike,N,
11.15.17,6,100_0002,9,C,F,20:30,Strike,N,
11.15.17,6,100_0002,9,C,F,21:31,Strike,N,
11.15.17,6,100_0002,9,C,F,21:34,Strike,N,
11.15.17,6,100_0002,9,C,F,21:38,Strike,N,
11.15.17,6,100_0002,9,C,F,21:43,Strike,N,
11.15.17,6,100_0002,9,C,F,23:19,Strike,N,
11.15.17,6,100_0002,9,C,F,23:20,Strike,N,
11.15.17,6,100_0002,9,C,F,24:32:00,Strike,N,
11.15.17,7,100_0001,9,D,F,4:34,Strike,N,
11.15.17,7,100_0001,9,D,F,4:35,Strike,N,
11.15.17,7,100_0001,9,D,F,4:37,Strike,N,
11.15.17,7,100_0001,9,D,F,4:40,Strike,N,
11.15.17,7,100_0001,9,D,F,4:34-4:40,Chase,N,
11.15.17,7,100_0001,9,D,F,5:25,Strike,N,
11.15.17,7,100_0001,9,D,F,6:03,Strike,N,
11.15.17,7,100_0001,9,D,F,6:11,Strike,N,
11.15.17,7,100_0001,9,D,F,6:13,Strike,N,
11.15.17,7,100_0001,9,D,F,6:17,Strike,N,
11.15.17,7,100_0001,9,D,F,6:19,Strike,N,
11.15.17,7,100_0001,9,D,F,7:46-7:50,Chase,N,
11.15.17,7,100_0001,9,D,F,8:00,Strike,N,
11.15.17,7,100_0001,9,D,F,7:56-8:00,Chase,N,
11.15.17,7,100_0001,9,D,F,8:45,Strike,N,
11.15.17,7,100_0001,9,D,F,8:47,Strike,N,
11.15.17,7,100_0001,9,D,F,8:49,Strike,N,
11.15.17,7,100_0001,9,D,F,13:29-13:33,Chase,N,
11.15.17,7,100_0001,9,D,F,16:32,Strike,N,
11.15.17,7,100_0002,9,D,F,0:49-0:53,Chase,N,
11.15.17,7,100_0002,9,D,F,6:44,Strike,Y,
11.15.17,7,100_0002,9,D,F,11:00,Strike,N,
11.15.17,8,100417,9,F,F,3:45,Strike,N,
11.15.17,9,100_0003,8,D,F,32:00:00,Strike,N,
11.15.17,9,100_0003,8,D,F,32:01:00,Strike,N,
11.15.17,9,100_0003,8,D,F,32:02:00,Strike,N,
11.15.17,9,100_0003,8,D,F,32:10:00,Strike,N,
11.15.17,9,100_0003,8,D,F,32:11:00,Strike,N,
11.15.17,9,100_0003,8,D,F,32:26:00,Strike,N,
11.15.17,9,100_0003,8,D,F,32:28:00,Strike,N,
11.15.17,9,100_0003,8,D,F,32:33:00,Strike,N,
11.15.17,9,100_0003,8,D,F,33:10:00,Strike,N,
11.15.17,9,100_0003,8,D,F,33:12:00,Strike,N,
11.15.17,9,100_0003,8,D,F,33:10-15,Chase,N,
11.15.17,9,100_0003,8,D,F,33:50:00,Strike,N,
11.15.17,9,100_0003,8,D,F,33:51:00,Strike,N,
11.15.17,9,100_0003,8,D,F,33:53:00,Strike,N,
11.15.17,9,100_0003,8,D,F,33:55:00,Strike,N,
11.15.17,9,100_0003,8,D,F,33:56:00,Strike,N,
11.15.17,9,100_0003,8,D,F,33:58:00,Strike,N,
11.15.17,9,100_0003,8,D,F,33:58:00,Strike,N,
11.15.17,9,100_0003,8,D,F,33:59:00,Strike,N,
11.15.17,9,100_0003,8,D,F,34:11:00,Strike,N,
11.15.17,9,100_0003,8,D,F,34:26:00,Strike,N,
11.15.17,9,100_0003,8,D,F,34:36:00,Strike,N,
11.15.17,9,100_0003,8,D,F,34:40:00,Strike,N,
11.15.17,9,100_0004,8,D,F,0:44,Strike,N,
11.15.17,9,100_0004,8,D,F,0:53,Strike,N,
11.15.17,9,100_0004,8,D,F,10:49,Strike,N,
11.15.17,9,100_0004,8,D,F,10:50,Strike,N,
11.15.17,9,100_0004,8,D,F,10:58,Strike,N,
11.15.17,9,100_0004,8,D,F,10:59,Strike,N,
11.15.17,10,100_0001,8,F,D,NA,NA,NA,
11.15.17,10,100_0002,8,F,D,8:34,Strike,NA,
12.13.17,1,100_0002,10,D,D,NA,NA,NA,
12.13.17,1,100_0003,10,D,D,NA,NA,NA,
12.13.17,2,100_0001,10,C,D,NA,NA,NA,
12.13.17,2,100_0002,10,C,D,NA,NA,NA,
12.13.17,4,100_0001,10,F,F,5:27,Strike,N,
12.13.17,4,100_0001,10,F,F,5:28,Strike,N,
12.13.17,4,100_0001,10,F,F,5:30,Strike,N,
12.13.17,4,100_0001,10,F,F,5:27-30,Chase,N,
12.13.17,4,100_0001,10,F,F,5:33,Strike,N,
12.13.17,4,100_0001,10,F,F,5:35,Strike,N,
12.13.17,4,100_0001,10,F,F,5:37,Strike,N,
12.13.17,4,100_0001,10,F,F,5:47,Strike,N,
12.13.17,4,100_0001,10,F,F,5:49,Strike,N,
12.13.17,4,100_0001,10,F,F,5:50,Strike,N,
12.13.17,4,100_0001,10,F,F,5:54,Strike,N,
12.13.17,4,100_0001,10,F,F,5:57,Strike,N,
12.13.17,4,100_0001,10,F,F,6:01,Strike,N,
12.13.17,4,100_0001,10,F,F,6:02,Strike,N,
12.13.17,4,100_0001,10,F,F,6:17,Strike,N,
12.13.17,4,100_0001,10,F,F,6:34,Strike,N,
12.13.17,4,100_0001,10,F,F,6:37,Strike,N,
12.13.17,4,100_0001,10,F,F,6:39,Strike,N,
12.13.17,4,100_0001,10,F,F,6:53,Strike,N,
12.13.17,4,100_0001,10,F,F,6:55,Strike,N,
12.13.17,4,100_0001,10,F,F,6:57,Strike,N,
12.13.17,4,100_0001,10,F,F,7:01,Strike,N,
12.13.17,4,100_0001,10,F,F,7:02,Strike,N,
12.13.17,4,100_0001,10,F,F,7:03,Strike,N,
12.13.17,4,100_0001,10,F,F,7:08,Strike,Y,
12.13.17,4,100_0001,10,F,F,14:36,Strike,N,
12.13.17,4,100_0001,10,F,F,14:56,Strike,N,
12.13.17,4,100_0001,10,F,F,15:00,Strike,N,
12.13.17,4,100_0001,10,F,F,17:47,Strike,N,
12.13.17,4,100_0001,10,F,F,17:49,Strike,N,
12.13.17,4,100_0001,10,F,F,18:19,Strike,N,
12.13.17,4,100_0001,10,F,F,18:22,Strike,N,
12.13.17,4,100_0001,10,F,F,18:26,Strike,N,
12.13.17,4,100_0001,10,F,F,19:28,Strike,N,
12.13.17,4,100_0001,10,F,F,20:14,Strike,N,
12.13.17,4,100_0001,10,F,F,20:17,Strike,N,
12.13.17,4,100_0001,10,F,F,20:18,Strike,N,
12.13.17,4,100_0001,10,F,F,20:20,Strike,N,
12.13.17,4,100_0001,10,F,F,20:22,Strike,N,
12.13.17,4,100_0001,10,F,F,20:24,Strike,N,
12.13.17,4,100_0001,10,F,F,20:32,Strike,N,
12.13.17,4,100_0001,10,F,F,20:34,Strike,N,
12.13.17,4,100_0001,10,F,F,20:37,Strike,N,
12.13.17,4,100_0001,10,F,F,20:49,Strike,N,
12.13.17,4,100_0001,10,F,F,20:52,Strike,N,
12.13.17,4,100_0001,10,F,F,20:54,Strike,N,
12.13.17,4,100_0001,10,F,F,20:55,Strike,N,
12.13.17,4,100_0001,10,F,F,21:12,Strike,N,
12.13.17,4,100_0001,10,F,F,21:15,Strike,N,
12.13.17,4,100_0001,10,F,F,21:20,Strike,N,
12.13.17,4,100_0001,10,F,F,21:51,Strike,N,
12.13.17,4,100_0001,10,F,F,21:54,Strike,N,
12.13.17,4,100_0001,10,F,F,21:56,Strike,N,
12.13.17,4,100_0001,10,F,F,22:37,Strike,N,
12.13.17,4,100_0001,10,F,F,22:40,Strike,N,
12.13.17,4,100_0001,10,F,F,22:50,Strike,N,
12.13.17,4,100_0001,10,F,F,23:11,Strike,N,
12.13.17,4,100_0001,10,F,F,23:28,Strike,N,
12.13.17,4,100_0001,10,F,F,24:11:00,Strike,N,
12.13.17,4,100_0001,10,F,F,27:55:00,Strike,Y,
12.13.17,4,100_0002,10,F,F,NA,NA,NA,
12.13.17,5,100_0001,10,D,F,11:35-11:39,Chase,N,
12.13.17,5,100_0001,10,D,F,28:31:00,Strike,N,
12.13.17,5,100_0002,10,D,F,6:13,Strike,Y,
12.13.17,5,100_0002,10,D,F,21:36,Strike,N,
12.13.17,5,100_0002,10,D,F,21:36-21:42,Chase,N,
12.13.17,6,100_0001,11,D,D,3:55,Strike,N,
12.13.17,6,100_0001,11,D,D,33:01:00,Strike,N,
12.13.17,6,100_0001,11,D,D,33:29:00,Strike,N,
12.13.17,6,100_0001,11,D,D,33:30:00,Strike,N,
12.13.17,6,100_0002,11,D,D,1:05,Strike,N,
12.13.17,6,100_0002,11,D,D,1:20,Strike,N,
12.13.17,6,100_0002,11,D,D,1:30,Strike,N,
12.13.17,6,100_0002,11,D,D,9:16,Strike,N,
12.13.17,6,100_0002,11,D,D,24:33:00,Strike,N,
12.13.17,7,100_0001,10,D,F,13:51,Strike,N,
12.13.17,7,100_0001,10,D,F,5:24,Strike,N,
12.13.17,7,100_0001,10,D,F,5:26,Strike,N,
12.13.17,7,100_0001,10,D,F,5:27,Strike,N,
12.13.17,7,100_0001,10,D,F,5:53,Strike,N,
12.13.17,7,100_0001,10,D,F,7:32,Strike,N,
12.13.17,7,100_0001,10,D,F,10:15,Strike,N,
12.13.17,8,100_0001,10,F,D,NA,NA,NA,
12.13.17,8,100_0002,10,F,D,NA,NA,NA,
